# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = prior_model
# start_datetime = 2024-05-10 14:43:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmpb4piadjj/cjld177g.json
# init = 2 (Default)
# random
#   seed = 123456
# output
#   file = /GA/Data-Analytics/lab5/samples/prior-20240510144355.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.34.0
# stancflags = 
lp__,accept_stat__,alpha,theta,accidents.1,accidents.2,accidents.3,accidents.4,accidents.5,accidents.6,accidents.7,accidents.8,accidents.9,accidents.10
0,0,2.69533,0.00207341,9,6,11,22,16,19,10,19,20,24
0,0,1.61645,0.00358953,18,15,23,26,30,14,17,30,35,28
0,0,2.39093,0.00296497,9,20,16,15,25,27,25,10,27,28
0,0,2.61256,0.00565408,23,37,29,36,37,48,44,33,52,41
0,0,2.4263,0.00514186,22,23,33,34,27,36,36,33,53,30
0,0,2.12467,0.001501,6,15,6,12,12,11,3,9,16,9
0,0,1.45976,0.00245929,11,13,10,15,19,11,13,13,14,14
0,0,0.530033,0.00208382,6,10,15,13,14,19,21,14,9,15
0,0,-0.283453,0.00236893,9,9,11,16,11,15,16,16,22,16
0,0,0.205879,0.002374,13,6,8,10,17,10,17,16,25,28
0,0,1.81879,0.0030161,13,16,21,18,17,27,24,17,36,22
0,0,1.80413,0.00378777,19,19,19,18,21,22,33,21,38,30
0,0,1.55407,0.00133552,8,8,10,13,15,11,6,10,14,14
0,0,1.06977,0.0026033,12,6,17,17,13,18,25,21,22,21
0,0,2.04842,0.00267776,17,11,16,16,17,19,23,24,25,31
0,0,2.19096,0.00150185,8,5,12,7,15,11,5,9,10,11
0,0,1.91416,0.00384629,12,19,22,23,33,27,29,25,36,28
0,0,2.15559,0.00200377,14,12,8,18,12,11,14,11,17,15
0,0,2.12925,0.000459058,3,6,4,1,3,5,3,7,8,6
0,0,2.94177,0.00250515,6,14,10,18,15,12,13,24,24,20
0,0,2.17064,0.00138887,9,8,8,12,18,11,11,16,14,16
0,0,2.2312,0.00495281,17,19,29,38,33,37,24,39,27,34
0,0,2.89679,0.0029203,16,16,10,19,12,29,21,17,20,25
0,0,1.56267,0.00547495,23,29,32,28,31,31,31,34,31,31
0,0,3.41936,0.00212093,4,13,12,16,17,14,19,18,26,15
0,0,2.49388,0.0033887,13,14,22,20,24,24,21,18,29,25
0,0,1.53591,0.00480393,24,26,19,26,23,41,44,46,24,34
0,0,2.32983,0.00162111,10,8,5,12,12,13,9,13,19,16
0,0,2.91628,0.00471942,27,30,23,28,30,37,32,25,39,32
0,0,0.701678,0.00293331,9,12,17,22,26,23,17,15,26,17
0,0,0.059974,0.00259484,6,12,12,24,13,16,17,12,16,30
0,0,2.99138,0.000899322,8,3,8,9,8,11,10,6,11,6
0,0,1.74,0.000248317,1,2,5,4,2,3,0,2,3,2
0,0,2.77742,0.00525896,22,29,30,17,34,39,32,27,54,49
0,0,3.19644,0.00328447,16,20,17,23,23,23,21,21,38,26
0,0,1.97076,0.000909819,5,8,5,10,8,7,3,6,6,8
0,0,4.01738,0.00387942,17,23,27,28,30,28,31,31,40,26
0,0,0.600462,0.000826094,4,4,2,5,7,4,4,8,9,6
0,0,3.01359,-0.000328693,3,1,2,2,0,2,2,0,0,0
0,0,2.24358,0.00399645,18,24,32,22,27,22,22,35,33,25
0,0,0.841033,0.00172233,6,7,8,7,13,9,11,8,14,11
0,0,2.30543,0.00547409,27,24,23,32,35,29,38,28,40,33
0,0,2.09988,0.00143647,9,11,10,12,11,11,15,10,13,7
0,0,0.297495,0.00525467,17,15,34,29,41,35,27,30,40,33
0,0,1.34444,0.00211082,6,12,20,8,13,14,19,10,15,18
0,0,0.717556,0.00239048,8,15,13,14,19,15,11,19,19,27
0,0,1.87019,0.00410983,16,19,23,29,29,22,39,26,30,38
0,0,1.6208,0.00246187,14,22,15,17,16,17,23,11,17,24
0,0,2.30176,0.0015984,4,12,14,14,13,13,19,11,9,11
0,0,0.927174,0.00429914,18,15,13,26,34,28,29,27,35,27
0,0,0.845862,0.0025807,12,9,14,7,15,21,27,18,22,20
0,0,1.04242,0.00405311,22,13,28,15,25,35,31,28,37,37
0,0,2.92492,0.00277191,10,18,19,21,22,17,22,18,24,23
0,0,-0.139279,0.00439109,19,24,29,21,31,32,23,24,32,37
0,0,4.53037,0.00110685,9,7,16,14,11,6,13,5,13,11
0,0,0.842326,0.00382462,15,15,20,25,28,24,21,35,25,20
0,0,1.60436,0.00056163,4,3,2,5,2,3,6,5,9,9
0,0,2.60099,0.00274906,13,17,23,15,15,21,19,24,26,29
0,0,2.65146,0.00359006,14,19,23,24,25,29,16,20,28,30
0,0,2.34259,0.00226075,11,11,11,17,19,17,14,13,21,20
0,0,0.983091,0.00303862,17,11,13,10,16,20,18,16,27,24
0,0,0.295871,0.00278744,14,7,13,14,7,16,24,17,21,12
0,0,2.53959,0.00185823,10,12,8,10,19,9,6,21,11,14
0,0,-0.500907,0.00066194,4,0,4,3,1,1,3,4,3,3
0,0,1.67268,0.00443312,20,14,23,22,18,29,29,24,32,35
0,0,0.820001,0.00106748,6,3,4,11,9,6,5,6,13,5
0,0,3.0047,0.0023917,12,13,11,28,18,13,22,14,30,24
0,0,2.86998,0.00492274,23,15,27,34,32,38,30,30,37,47
0,0,2.58459,0.00181365,8,4,10,7,15,13,19,16,20,12
0,0,2.98975,0.00200256,11,10,9,12,12,17,19,20,20,22
0,0,4.18777,0.00271341,19,13,20,14,23,27,21,17,28,29
0,0,2.01111,0.000373338,2,2,3,3,4,6,4,6,8,3
0,0,3.17405,0.00431667,18,15,32,30,40,17,30,27,31,44
0,0,1.83636,0.00364805,30,14,24,22,20,30,25,24,33,22
0,0,2.80973,0.00306132,12,17,25,18,25,22,22,23,32,23
0,0,2.15035,0.00194126,9,16,10,13,16,15,10,12,17,8
0,0,2.82561,0.00747134,31,37,37,51,48,35,47,52,57,64
0,0,3.28158,0.00118423,7,9,7,13,14,15,11,7,8,13
0,0,1.34253,0.00476286,11,21,39,35,30,29,26,29,31,31
0,0,2.28487,0.00191772,9,11,11,9,8,9,13,15,17,14
0,0,3.26048,0.0027157,17,16,9,12,27,19,23,29,25,18
0,0,3.66982,0.00347546,13,15,23,16,25,27,22,34,37,30
0,0,2.04597,0.00193913,11,11,16,17,18,16,20,14,14,15
0,0,-0.538747,0.00609745,29,27,32,41,41,43,38,41,31,43
0,0,1.21222,0.00405949,13,22,20,23,30,26,21,23,27,22
0,0,2.81542,0.00348971,16,12,22,26,17,12,29,29,28,20
0,0,1.8276,1.04593e-05,0,0,1,1,3,1,2,2,0,6
0,0,-0.331539,0.00222158,10,12,13,9,8,13,10,15,20,12
0,0,2.13885,0.00353978,11,17,18,18,16,28,25,36,25,26
0,0,0.509471,0.00395428,17,17,17,25,20,19,25,19,34,26
0,0,4.68238,0.0024163,16,14,26,18,16,18,27,22,16,22
0,0,1.31987,0.00438326,17,13,17,24,30,25,24,35,38,32
0,0,2.61394,0.00240427,14,20,18,19,19,18,17,14,18,17
0,0,1.4016,0.00275829,10,14,19,18,17,10,13,20,22,27
0,0,4.03672,0.00118152,12,9,10,13,8,12,7,8,13,15
0,0,2.03958,0.00203626,12,8,12,11,15,18,8,13,22,14
0,0,0.950793,0.00179571,10,11,15,11,12,15,11,19,12,13
0,0,1.52204,0.00264152,10,12,17,19,7,13,21,19,24,21
0,0,1.10629,0.00378776,22,22,21,30,23,20,28,23,32,22
0,0,2.65456,0.00176806,9,10,8,17,9,13,16,14,24,12
0,0,2.45398,0.000976071,5,5,8,8,3,8,13,3,4,10
0,0,2.70406,0.00386565,16,19,20,20,22,28,25,18,27,22
0,0,0.853612,0.0046278,18,14,27,18,21,18,29,28,35,34
0,0,2.17997,0.00207326,12,12,15,12,23,20,14,14,13,13
0,0,2.76302,0.00323296,18,17,10,22,20,22,21,19,23,20
0,0,1.10631,0.00592881,20,32,36,37,33,32,43,41,24,34
0,0,2.71079,0.00411366,17,15,23,29,24,35,25,34,32,31
0,0,3.43898,0.00184214,7,16,11,18,13,18,16,12,22,21
0,0,2.99048,0.00152955,8,8,15,10,12,22,10,15,17,16
0,0,2.32295,0.0036288,16,13,25,19,16,34,15,24,33,27
0,0,0.338827,0.0039472,12,22,24,19,29,27,36,11,34,30
0,0,1.44366,0.00170559,7,6,5,18,11,13,7,19,16,13
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,2.11686,0.00279124,13,8,21,24,18,26,13,15,20,25
0,0,2.08573,0.00210113,9,11,10,19,15,18,15,16,17,23
0,0,1.8291,0.0026019,13,10,6,8,15,7,15,15,21,17
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,1.01141,0.00256831,7,14,23,13,11,12,13,17,21,16
0,0,0.669534,0.00402096,8,14,27,20,19,23,24,26,25,25
0,0,1.77504,0.00362769,15,24,20,15,19,27,23,16,29,26
0,0,2.65642,0.00371428,21,22,24,32,21,26,25,18,37,28
0,0,3.6211,0.00344971,14,14,27,34,20,29,29,17,28,24
0,0,1.53067,0.00391417,11,23,19,26,18,26,25,22,26,22
0,0,1.50976,0.00236168,14,15,11,10,13,16,11,26,24,16
0,0,1.55689,0.00354659,14,17,22,23,26,24,23,23,17,30
0,0,1.36747,0.00416478,23,18,18,27,34,31,30,37,34,32
0,0,-0.315307,0.00577575,31,20,37,33,39,40,41,37,44,32
0,0,3.17291,0.00347851,10,6,20,26,22,23,24,24,33,27
0,0,1.47313,0.00123902,6,6,9,11,14,13,4,9,9,6
0,0,0.387463,0.003364,9,18,8,19,19,21,20,27,27,25
0,0,1.66477,0.00208827,10,12,18,14,20,13,18,14,10,22
0,0,2.53171,0.00137095,6,10,10,10,18,13,8,6,9,10
0,0,0.940018,0.00325974,8,8,22,19,17,17,19,19,26,24
0,0,1.59143,0.00256535,17,12,15,20,21,15,16,19,27,23
0,0,3.0798,0.00481264,26,25,34,27,31,29,32,34,51,35
0,0,3.55476,0.00181458,5,9,17,9,11,18,12,9,16,16
0,0,2.7542,0.00198098,9,10,9,11,14,16,12,10,20,15
0,0,1.99974,0.00104951,6,8,12,4,7,8,3,10,17,2
0,0,1.6387,0.00361609,16,12,15,23,21,29,20,25,30,29
0,0,0.819588,0.00213921,6,10,9,13,16,21,15,9,23,19
0,0,1.41174,0.00395926,14,17,19,25,27,29,29,30,30,27
0,0,0.649603,0.00445482,16,20,19,26,25,19,30,24,18,30
0,0,2.16011,0.000742812,10,8,7,5,5,7,4,12,8,5
0,0,3.19548,0.000271197,7,6,3,3,5,2,3,4,6,5
0,0,1.53701,0.00289289,18,14,13,17,12,27,27,16,19,17
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,1.04179,0.00111031,4,5,13,2,5,8,8,7,8,12
0,0,2.49712,0.00281301,16,13,18,18,13,15,23,19,22,24
0,0,1.76894,0.00483378,24,31,21,23,27,37,29,27,34,33
0,0,2.34851,0.00106154,4,7,8,10,13,9,8,5,19,9
0,0,1.78806,0.00501218,18,31,31,28,27,40,32,29,46,44
0,0,0.830891,0.00112376,8,7,3,5,1,5,8,2,13,5
0,0,4.30073,0.00106526,6,8,7,6,10,14,10,11,9,12
0,0,2.18398,0.00309467,25,13,16,18,21,15,27,19,26,23
0,0,2.0688,0.0020876,11,5,10,9,11,15,20,11,18,13
0,0,1.41347,0.00293237,17,16,23,18,14,17,17,28,25,22
0,0,1.51942,0.00213224,10,14,12,10,13,22,11,12,18,13
0,0,1.56963,0.00621824,24,33,37,31,49,44,33,40,52,60
0,0,2.29235,0.00208686,14,16,11,19,6,15,14,19,16,17
0,0,1.94087,0.00346135,13,13,20,19,21,19,23,24,27,29
0,0,1.93806,0.00280703,14,14,18,16,19,19,20,21,24,19
0,0,3.08389,0.00437676,23,23,28,25,22,30,23,41,42,28
0,0,-0.215194,0.00458839,22,18,27,22,22,32,29,19,31,33
0,0,1.5434,0.00255025,12,17,11,7,18,18,22,16,16,18
0,0,1.47197,0.00291265,11,14,16,23,19,18,13,12,33,18
0,0,0.260083,0.00297328,11,17,14,11,19,28,9,24,28,20
0,0,1.17596,0.00197186,9,11,12,9,17,15,15,16,20,13
0,0,-0.0414501,0.00283444,9,8,15,7,14,11,15,19,28,19
0,0,2.58761,0.00519924,27,24,36,28,22,29,35,31,51,45
0,0,2.57523,0.00479619,25,19,24,24,26,39,34,30,41,22
0,0,0.928167,0.00667031,32,28,37,32,44,34,29,53,62,49
0,0,3.16982,0.000651871,5,7,7,9,6,7,5,3,8,12
0,0,2.20335,0.00200194,10,11,12,12,12,12,10,15,20,17
0,0,1.08804,0.00431207,15,22,29,21,27,30,18,28,25,30
0,0,1.2615,0.00530517,19,19,22,23,28,32,31,35,43,41
0,0,1.18587,0.00408357,15,21,25,23,31,36,27,25,31,30
0,0,1.69631,0.00319911,12,16,21,22,26,20,16,27,25,17
0,0,2.68286,0.00249528,17,12,14,15,16,18,22,19,22,18
0,0,1.47305,0.00747656,27,37,35,36,42,35,42,49,51,60
0,0,2.85693,0.00402007,14,25,24,25,33,31,24,34,36,31
0,0,4.00179,0.0017441,15,10,8,11,12,15,12,12,13,19
0,0,1.80708,0.00207545,10,16,8,14,18,11,16,19,18,11
0,0,2.47492,0.00214313,11,6,13,10,16,20,18,19,15,16
0,0,2.88745,0.00378257,19,20,14,19,28,34,22,33,35,18
0,0,4.79629,0.00412871,22,28,29,25,29,30,28,33,40,35
0,0,1.1969,0.00636414,31,19,21,35,33,53,37,47,46,51
0,0,1.44076,0.00320059,14,21,25,23,20,28,18,25,19,23
0,0,2.90731,0.00447895,19,21,22,24,23,30,43,34,39,29
0,0,1.79172,0.00573888,41,26,34,29,34,39,39,41,45,45
0,0,1.88478,0.000668258,3,7,3,3,7,4,4,7,6,8
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,1.81096,0.00295493,18,17,12,21,11,22,32,22,15,21
0,0,1.74076,0.00595556,28,34,33,44,38,33,37,26,36,38
0,0,2.25317,0.0036764,17,17,23,30,26,21,23,32,31,24
0,0,2.02235,0.00206599,16,7,14,11,12,9,18,20,14,13
0,0,2.32345,0.0038588,12,23,21,22,24,21,20,21,30,29
0,0,2.03967,0.00294083,12,16,18,19,20,14,23,23,18,22
0,0,2.11743,0.00270597,17,19,22,13,19,22,15,16,34,17
0,0,3.17391,0.00467216,26,15,23,26,32,28,37,30,38,34
0,0,1.50137,0.00361156,15,19,25,12,27,26,18,27,29,32
0,0,1.7188,0.00500758,25,23,26,36,24,26,28,24,42,34
0,0,1.5692,0.00494558,23,26,29,31,27,39,39,38,26,41
0,0,4.18012,0.00454586,18,32,23,26,30,28,33,43,38,31
0,0,2.38457,0.0068057,19,28,36,38,46,49,37,50,50,63
0,0,1.82248,0.00279418,8,12,18,16,23,7,19,24,17,27
0,0,2.04365,0.0021555,14,7,11,8,12,12,18,15,14,29
0,0,3.03095,0.0034626,19,20,18,24,18,17,25,20,27,30
0,0,0.747563,0.00108976,8,5,7,4,8,7,9,7,6,10
0,0,1.34607,0.00436962,18,25,36,22,24,28,32,32,24,32
0,0,2.90231,0.00422973,15,24,11,24,22,28,31,29,43,35
0,0,1.32241,0.00184948,11,10,16,9,13,16,12,8,14,13
0,0,2.73203,0.00543056,29,22,29,36,36,29,36,33,40,42
0,0,2.39205,0.0051241,19,21,22,39,39,28,39,31,43,34
0,0,2.04327,0.00310384,15,10,14,22,24,16,18,19,22,20
0,0,1.29742,0.00133545,5,10,7,4,6,15,13,11,6,5
0,0,3.81128,0.00114368,3,8,21,12,12,8,8,13,14,10
0,0,2.06213,0.00379137,19,17,23,28,22,16,30,27,31,21
0,0,2.39803,0.00368924,21,15,23,29,34,24,8,25,35,25
0,0,1.84421,0.00296919,14,16,20,14,28,24,27,20,25,14
0,0,0.618789,0.00511478,15,28,33,23,35,28,37,22,36,35
0,0,1.03086,0.00568807,23,18,23,30,38,32,38,38,32,46
0,0,3.80146,0.00491797,22,17,27,33,30,36,35,40,50,41
0,0,2.99314,0.000915988,5,4,12,7,10,7,8,11,7,6
0,0,-0.011085,0.00615989,25,22,29,33,37,40,40,44,42,38
0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0,0,2.80717,0.00486041,26,25,30,24,28,32,30,27,32,38
0,0,2.44893,0.00627268,24,32,31,30,42,34,39,35,50,54
0,0,2.32836,0.00171447,7,11,14,11,11,12,16,16,18,16
0,0,1.6913,0.00223748,10,4,8,18,7,20,14,14,17,21
0,0,1.34951,0.00145314,12,3,9,8,6,16,8,10,12,13
0,0,1.92848,0.00327056,12,15,18,17,32,19,26,23,25,27
0,0,2.14149,0.00160175,5,9,7,15,11,9,8,10,20,16
0,0,0.870534,0.0018034,10,8,12,13,10,12,11,14,21,16
0,0,0.451823,0.00307946,20,8,12,10,20,23,20,19,17,23
0,0,2.50709,0.000606701,1,4,5,5,6,6,8,5,5,10
0,0,1.06513,0.00225986,13,14,12,14,13,15,10,11,16,13
0,0,0.842526,0.000888426,5,10,5,5,5,8,7,10,3,9
0,0,1.26657,0.00206681,10,14,9,17,14,12,14,15,13,19
0,0,2.90019,0.00462916,10,24,40,24,27,30,29,30,44,37
0,0,2.42361,0.00399499,18,26,29,25,25,25,27,19,39,28
0,0,1.4197,0.00530547,26,28,28,38,35,37,32,30,53,44
0,0,2.67951,0.00318456,26,20,26,29,26,23,21,21,19,21
0,0,1.18237,0.00138717,7,5,9,8,7,8,6,11,20,8
0,0,1.66802,0.000550991,2,6,3,1,5,7,6,2,4,7
0,0,2.57948,0.00357843,19,18,21,17,18,16,15,27,43,27
0,0,2.81838,0.0023745,10,14,13,20,10,17,11,13,17,16
0,0,2.76195,0.00139052,8,9,7,14,10,8,11,9,15,15
0,0,1.72306,0.00523068,16,16,24,47,32,40,25,32,40,46
0,0,2.51719,0.00537265,19,26,30,33,28,29,39,36,54,34
0,0,1.80522,0.00223634,12,9,17,11,10,18,13,9,16,11
0,0,1.80563,0.00306748,14,10,16,18,25,20,28,29,32,22
0,0,1.37849,0.00344791,11,18,17,22,22,23,20,14,26,22
0,0,1.16064,0.00498182,19,18,27,21,34,28,23,33,36,32
0,0,2.17243,0.00510957,15,31,27,42,28,26,34,19,44,42
# 
#  Elapsed Time: 0 seconds (Warm-up)
#                0.006 seconds (Sampling)
#                0.006 seconds (Total)
# 
